referencia,ano_foto,descripcion,url_ficha,url_imagen_resultado
1633,1974 - 1974,Cartel anunciador de las fiestas de San Pedro y San Marcial (1974),https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1633,https://www.irun.org/fototeca/fcruzpe1/1633.jpg
1636,1945 - 1947,"Pilar Lizargarate, cantinera de la Compañía Kosta del Alarde de Hondarribia en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1636,https://www.irun.org/fototeca/fcruzpe1/1636.jpg
1637,1946 - 1946,"Consuelo Vázquez, Cantinera de la Compañía Santiago del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1637,https://www.irun.org/fototeca/fcruzpe1/1637.jpg
1638,1946 - 1946,"Consuelo Vázquez, Cantinera de la Compañía Santiago del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1638,https://www.irun.org/fototeca/fcruzpe1/1638.jpg
1639,1946 - 1946,"Carmen Amantegui, Cantinera de la Compañía Real Unión del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1639,https://www.irun.org/fototeca/fcruzpe1/1639.jpg
1640,1946 - 1946,"María Angeles Otondo, Cantinera de la Compañía Ama Shantalen del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1640,https://www.irun.org/fototeca/fcruzpe1/1640.jpg
1641,1946 - 1946,"María Angeles Otondo y José María Otondo, Cantinera y Capitán de la Compañía...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1641,https://www.irun.org/fototeca/fcruzpe1/1641.jpg
1642,1946 - 1946,"Carmen Igiñiz, Cantinera de la Compañía Lapize del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1642,https://www.irun.org/fototeca/fcruzpe1/1642.jpg
1643,1946 - 1946,"Marichu Egüés, Cantinera de la Compañía Behobia del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1643,https://www.irun.org/fototeca/fcruzpe1/1643.jpg
1644,1946 - 1946,"Maritxu Iridoi, Cantinera de la Compañía San Miguel del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1644,https://www.irun.org/fototeca/fcruzpe1/1644.jpg
