Publicacion,Fecha / numero,Articulo o pasaje,Temas,Uso,Localizacion / fuente,Extracto
El Irunés - Año 3 - Numero 12,1991,San Marcial. Una fiesta que inau­,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 12.pdf,"programa es el instrumento que to­ das las primaveras nos va situan­ do a los iruneses en el ambiente de San Marcial. Una fiesta que inau­ gura de forma brillante el verano, y nos prepara para el descanso es­ tival. Los Sanmarciales pueden ser"
El Irunés - Año 3 - Numero 12,1991,"teriza, y guardando un lugar en el ¡Viva San Marcial!",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 12.pdf,"que a vivirlos con la alegría de siempre -o más si cabe-, con la hos­ pitalidad al visitante que nos carac­ ¡Viva Irun! teriza, y guardando un lugar en el ¡Viva San Marcial! corazón para el recuerdo de aque­ llos que no pueden estar con no­ sotros."
El Irunés - Año 3 - Numero 12,1991,taraua bait da udaberri guztietan irundar guztiok San Martzial giroan sar-,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 12.pdf,"Irundar maiteok: Atsegin handia da niretzat Jaien Egitarau honetatik zuei zuzentzea, egi- taraua bait da udaberri guztietan irundar guztiok San Martzial giroan sar- tzen joan gaitezen egiten dueña. Modu bikainean udari hasiera eman eta udako atsedenaldirako prestatzen gaituen jaia, hain zuzen ere. San Martzia- lak gu guztiontzako urtearen hasiera edo amaieratzat har daitezke; baina"
El Irunés - Año 3 - Numero 12,1991,CURIOSIDADES DE LA ESCUADRA,"mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 12.pdf,ETXEPARE - ZUGASTI.- Reporter ........... 51 Director: Juan Antonio Lecuona CURIOSIDADES DE LA ESCUADRA Colaboradores: DE HACHEROS.- ............................................. 10 ELECCIONES MUNICIPALES.- .................. 52 Juan José Alzugaray EL CARDENAL-ARZOBISPO DE SEGURA NOTICIARIO DEL BIDASOA-BAZTAN.- . 53 Federico Abaigar ADMIRADOR DEL ALARDE.- .................... 12 HONDARRIBIA ANTE LA NUEVA TEMPORADA.- ................................................. 61 Javier Lasagabaster SIDRA Y VINO.- José L. Lacour Miran ... 15
El Irunés - Año 3 - Numero 12,1991,PAGINAS A COLOR,"cantineras, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 12.pdf,PROGRAMA OFICIAL DE FIESTAS.- ...... 41 CELAYA A ORILLAS DEL BIDASOA.- Mensu ............................................................. 91 PAGINAS A COLOR CANTINERAS 1991.- .......................... .........44-45 PINTORES DEL BIDASOA.- ....................... 92 EL AYUNTAMIENTO DE IRUN DISTIN­ GUIDO POR FECOGA.- Rrfwrtir ............... 47
El Irunés - Año 3 - Numero 13,1991,Alfonso Guevara Eguren MANDOS Y CANTINERAS DEL,"cantineras, mandos, musica, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 13.pdf,"OPINION, CARTAS Y COMENTARIOS.- . 14 Gale DEPORTE EN BIDASOA-BAZTAN.- ....... 56 Alfonso Guevara Eguren MANDOS Y CANTINERAS DEL ALARDE 1991.- ........................................... 18 Fotos Guilló 75 ANIVERSARIO DEL REAL UNION Emilio Castillo CLUB - Juan de Lastaola ........................ 60 BUEN BALANCE DE LAS FIESTAS Antonio Alonso. SANMARCIALERAS 1991, CON UN PRESUPUESTO DE 34 MILLONES.- ....... 20 CON KOTE AGUIRRE DE PRESIDENTE Y 21 AÑOS DE DIRECTIVO.- G ale........... 63 Imprime: Jomi, S.A. JOSE ANTONIO APALATEGUI GENERAL DEL ALARDE DE SAN MARCIAL.- Telf.: 61.39.62 - IRUN NUESTROS INOLVIDABLES ARTISTAS J. A. Lecuona .............."
El Irunés - Año 3 - Numero 13,1991,"Don CSsar tiene una calle en Irún, situada entre el Bidasoa y San Marcial, en un",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 13.pdf,"de 1956 a los 79 años de edad.Está enteivado en el cementerio de Irún, en su panteón de la calle Santa Elena, sepultura no 246 ""Familias Figuerido y Torija"", entre las tum­ bas de los C rredano y Ricardo Figueredo, Don CSsar tiene una calle en Irún, situada entre el Bidasoa y San Marcial, en un barrio en el que también tienen la suya otros músicos añorados como don Teodoro Mdrua y don José María Franco.No es una calle bonita, p«ro no hay que quejarse demasiado si recordamos la asignada al pobre Mourlane, cochambrosa y pegada a las vías del Topoj"
El Irunés - Año 3 - Numero 13,1991,"Don César tiene una calle en Irún, situada entre el Bidasoa y San Marcial, en un",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 13.pdf,"abril de 1956 a los 79 anos de edad.Está enterrado en el cementerio de Irún, en su panteón de la calle Santa Elena, sepultura ns 246 ""Familias Figuerido y Torija"", entre las tumbas de los Carredano y Ricardo Figueredo. Don César tiene una calle en Irún, situada entre el Bidasoa y San Marcial, en un barrio en el que también tienen la suya otros músicos añorados como don Teodoro f/ú- rua y José María Franco.No es una calle bonita, pero no hay que quejarse demasiado si recordamos la asignada al pobre Mourlane, cochambrosa y pegada a las vías del Topo."
El Irunés - Año 3 - Numero 14,1991,"g a c e t a i l u s t r a d a , GUADIANA, REPORTER, VIA­ tendencias plásticas universales”. Ese mism","musica, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 14.pdf,"sas publicaciones y agencias informativas, tanto nacionales máximo reconocimiento internacional distinguiéndole como como internacionales (EFE, FRANGE PRESS, FOUNTAIN uno de los mejores fotógrafos del momento, considerándole PRESS, COSMOPRESS, EL PAIS, INTERVIU, OPINION, un “significado exponente europeo, representativo de las nuevas g a c e t a i l u s t r a d a , GUADIANA, REPORTER, VIA­ tendencias plásticas universales”. Ese mismo año, la famosa JAR, MUNDO AVENTURA, LOS AVENTUREROS, M. revista internacional PHOTO dedica un amplio reportaje a m a g a z in e , r o n d a ib e r ia , e l d ia r io v a sc o y presentar su obra y trayectoria fot"
El Irunés - Año 3 - Numero 14,1991,ARNOTEGUI EL ULTIMO ERMITAÑO,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 14.pdf,"José Iraundegui IRUNES.- ..................................................... 13 INMEJORABLES IMPRESIONES DEL Juan M. Retegui MUNDIAL DEL VINO EN BURDEOS.- .... 44 ARNOTEGUI EL ULTIMO ERMITAÑO Gale DE NAVARRA.- Jesús Iribarren ............... 14 FEDERICO SANTAL!,A CANTOR A LA Alfonso Guevara TERCERA EDAD.- Larrechipi.................... 53"
El Irunés - Año 3 - Numero 14,1991,Felipe Iguiñiz. dedicadas al Alarde de Hondarribia,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 14.pdf,AUTOR: con amplio repertorio de fotos a color Felipe Iguiñiz. dedicadas al Alarde de Hondarribia
El Irunés - Año 3 - Numero 14,1991,"qúe destaca nuestro tradicional Alarde, en conmemora­ riores, y desde este momento os damos las gracias.","cantineras, mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 14.pdf,"tradicionales Fiestas Patronales en honor de nuestra Amatxo de Guadalupe. La comisión de festejos ha pre­ Tanto los mandos como yo sabemos que vamos a te-^ parado un variado programa de festejos y actos, entre los ner esa estimada colaboración, igual que en años ante-' qúe destaca nuestro tradicional Alarde, en conmemora­ riores, y desde este momento os damos las gracias. ción de la promesa que nuestros antepasados, allá por No quiero terminar estas breves líneas, sin dedicar . j el año 1638, hicieron prometiendo subir todos los años un cariñoso recuerdo, a todos los hondarribitarras y ■ al Santuario enclavado en el monte Olearso. amantes de "
El Irunés - Año 3 - Numero 14,1991,"GUADALUPE LOS DIAS 6, 7, 8, 9, 10 Y 11 DE SETIEMBRE DE 1991.","cantineras, musica, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 14.pdf,"□ DIA 6 - VIERNES • A las diez de la noche.- Espectáculo teatral para todos los públicos ""LA GRAN SEÑORA"" de Teatre de l'Aigua en Gipuzkoa Plaza. Organizado por • A las doce del m ediodía.- Los gigantes y cabezudos acompañados por B.A.I. Elkartea. los txistularis recorrerán las calles de la ciudad. • A Ja s cu atro de la ta rd e .- Concurso de pintura infantil y juvenil en Gi- □ DIA 8 - D O M IN G O puzkoa Plaza, Organizado por la Sociedad Klink. • A las cinco de la mañana.- ALBORADA por la Banda de Música Ciu­ • A las sie te de la tarde'.- Espectáculo teatral para todos los públicos dad de Hondarribia, ""BRUIXERIES"" de Falaguera T eatre en Gi"
El Irunés - Año 3 - Numero 14,1991,□ DIA 9 - LUNES,"mandos, musica, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 14.pdf,"lava por el Coro Parroquial. □ DIA 9 - LUNES D urante la función religiosa la com pañía del Pueblo y la Batería de Arti­ llería efectuarán las tradicionales descargas. • A las nueve de la mañana.- Diana por los dulzaineros. Una vez finalizada la función religiosa, en Harma Plaza los miembros de • A las diez de la mañana.- Campeonato de pelota a m ano por parejas la Corporación Municipal bailarán el AURRESKU en honor de todos los en el Polideportivo Jostaldi, hondarribiarras. • A las once de la mañana.- Los gigantes y cabezudos acompañados por Acto seguido el Alcalde de la ciudad hará entrega del Bastón de Mando los dulzaineros recorrerán las "
El Irunés - Año 4 - Numero 15,1991,"C/ Gastainondo, Edificio San Marcial, Trasera. C/ Estación","musica, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 4 - Numero 15.pdf,"Vlaite Alonso C/ Gastainondo, Edificio San Marcial, Trasera. C/ Estación Tel. 61 17 27 - I R U N u Con el recuerdo en el Bidasoa Impresiones de un vasco en los Estados Unidos T ierra del viejo americano y del recién llegado, morada haberse incorporado ya a nuestra vida cotidiana: reciclaje de plás­ de ilusiones y 'desdichas, pluralidad de colores, ideas, tico, papel, etc. Y es que son esas grandes ciudades las que re- devociones y en.definitiva una gran nación repleta de ñejari nuestro posible futuro, futuro que podemos y debemos contrastes bajo una sola bandera. Es la América donde lo ficti­ cambiar."
El Irunés - Año 4 - Numero 15,1991,panorámica del Monte de San Marcial,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 4 - Numero 15.pdf,"le brinda la evocación histórica. Fodo el enriquecimiento de un ambiente distinguido, sumamente acogedory familiar, y con unos servicios de Snack- Bar, Cafetería y Salón de Fhé, ampliados a sus terrazas, con la vista panorámica del Monte de San Marcial Iruneses, bidasotarras, visitantes de la Ciudad!... Dirección única a C / v 9 g f G 8 i a r \ “8 ^ /lú n La primavera tiene una cita..."
El Irunés - Año 4 - Numero 15,1991,"merosas ocasiones en compañía de su famoso alcalde, Paul Du- negra- paseando su jardín de «Sara» en ","companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 4 - Numero 15.pdf,"En nuestra memoria quedará su Bgura serena, -sus ma­ sitar infinidad de veces la vecina localidad vasca de Sara, en nu­ nos entrelazadas en su espalda, recortadas sobre su sotana merosas ocasiones en compañía de su famoso alcalde, Paul Du- negra- paseando su jardín de «Sara» en recorrido metódi­ tournier. co, que el médico le indicara. El mejor recuerdo tenemos de hace cerca los diez años. “Ahora se piensa mucho en la ciencia y cada vez me­ Cuando acompañamos al caserío Sara (Ataun) al entonces es­ nos en Dios” -diría en reciente entrevista-. tudiante de periodismo: Juan Pedro Harocarene Kamio, actual­ mente redactor deportivo de Radio Irún-I"
El Irunés - Año 4 - Numero 15,1991,DE LAS OTRAS CAMPANAS” de Irún,"companias, ritual, suspensiones/cambios",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 4 - Numero 15.pdf,"U DE LAS OTRAS CAMPANAS” de Irún (Ermitas, Ayuntamientos y Padres Pasionistas) Mi agradecimiento a: Nuevamente, en 1760, hay que refundir por estar rajadas y rotas la de San Marcial, San Antón y Elizacho, además de otras Juan Antonio Ijurco, de la iglesia y la nueva para la Casa Concejil, realizando el tra­ que solucionó ¡a lectura de ¡a campana de Santa bajo el Maestro Campanero Manuel de Corrales, el cual debió Elena. tener problemas con la refundición puesto que llegó a realizar una segunda fundición, terminando por envieirse a otro Maes­ Francisco Javier Bravo y Alfonso Morato, tro Campanero, a excepción de una que fué destinada directa­ "
El Irunés - Año 4 - Numero 15,1991,"rante cinco años, teniendo por compañeras a Carmen Olazábal,",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 4 - Numero 15.pdf,"tacadas personalidades. te, la tan servicial Rosarito, que fué felicitada y también premiada. En 1923 se inauguró la nueva fábrica de Mendivil, mes de Septiembre y allí fué a trabajar como verdadera artesana, du­ rante cinco años, teniendo por compañeras a Carmen Olazábal, María Martiarena, Agapita Olaz, Pepita Querejeta, Luisa Itu- rrioz, María Carmen Arregui, Antonia Altolaguirre, Elena Ages­ ta, su hermana Amparo, Asunción Iraola, Carmen Olaizola, Do­"
Bidasoan - PH IRUN 0002,1991-06-01,"miento como General del Alarde un año más, za jaso dudalarik Alardeko Jeneral izateko,",mandos,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,"SALUDA DEL GENERAL JENERALAREN AGURRA Queridos irundarras: Irundar maiteok: Recibida la confianza del Excmo. Ayunta­ Aurten ere Udal Txit Gorenaren konfidant- miento como General del Alarde un año más, za jaso dudalarik Alardeko Jeneral izateko, tengo el honor y la satisfacción de dirigirme niretzat atsegingarria eta ohore handia da a vosotros con el espíritu que me ha animado zuei zuzentzea beti animatu izan nauen gogo siempre, que no es otro que organizar junto horrekin, lagun askorekin batera urte ba- a muchos colaboradores, un Alarde nuevo koitzean Alardea prestatzeko gogoarekin cada año, con el mayor respeto a la mejor de hain zuzen, gur"
Bidasoan - PH IRUN 0002,1991-06-01,biente de San Marcial. Una fiesta que inaugura Modu bikainean udari hasiera eman eta udako,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,"desde esta entrañable revista bidasotarra, honetatik zuei zuzentzea, egitaraua bait da porque es el instrumento que todas las prima­ udaberri guztietan irundar guztiok San Mart- veras nos va situando a los iruneses en el am­ zial giroan sartzen joan gaitezen egiten dueña. biente de San Marcial. Una fiesta que inaugura Modu bikainean udari hasiera eman eta udako de forma brillante el verano, y nos prepara para atsedenaldirako prestatzen gaituen jaia, hain el descanso estival. Los Sanmarciales pueden zuzen ere. San Martzialak gu guztiontzako ser considerados principio o fin del año para urtearen hasiera edo amaieratzat har daitezke;"
Bidasoan - PH IRUN 0002,1991-06-01,¡Viva Irún! Gora San Martzial!,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,zón para el recuerdo de aquellos que no pueden oroimenari bihotzean toki bat eginez. estar con nosotros. Gora Irun! ¡Viva Irún! Gora San Martzial! ¡Viva San Marcial! Alkatea El Alcalde
Bidasoan - PH IRUN 0002,1991-06-01,San Pedro y San Marcial.,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,"y amigos con motivo de las fiestas de San Pedro y San Marcial. C/Joaquín Gamón, 1 Teféfono 62 55 54 - 62 50 22 IR U N"
Bidasoan - PH IRUN 0002,1991-06-01,argitaldaría tando uno de los cañones utilizados por la Artillería del,"cantineras, mandos, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,"Calle Mayor, 15 Tei 62.08.59 IRUN urdanibia PORTADA: La Portada del presente número, represen­ argitaldaría tando uno de los cañones utilizados por la Artillería del Alarde de San Marcial justo un instante antes de lanzar el proyectil, es una fotografía cedida por la Asociación Fotográfica Irunesa - Irungo Argazki Elkartea. Su autor es Orlando Fernandez. AGRADECIMIENTO; A todos los que han colaborado de una u otra forma en este número de ""Bidasoan"", impo­ sible de nombrar uno a uno, les agradecemos su colabo­ ración. Especial ha de ser el Agradecimiento a B E- RROUET, quien nos ha facilitado las fotos de las guapas Cantineras, asi como lo ha "
Bidasoan - PH IRUN 0002,1991-06-01,Como quiera que para el Alarde del presente año se han realizado,"cantineras, mandos, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,"Pag.78-Esteban Arakama, piragüista, irá a la Olimpiada. Irun.Tel;61.14.58 Pag.80-Ultima Hora: Elecciones Municipales. Como quiera que para el Alarde del presente año se han realizado algunos cambios, sobre todo relacionados con los mandos, les facilitam os a continuación la lista de los mandos y configuración definitiva de las compañías para el Alarde de San Marcial de 1.991 RELACION DE PARTICIPANTES EN EL ALARDE DE SAN MARCIAL 1.991 CÓMPAÑIA:BEHOBIA COMPAÑIA: OLABERRIA CAPITAN: JOSE U\RRASA ETXEBERRIA CAPITAN: JOSE ALZAGA ZUBIALDE TENIENTE: FERNANDO RIBERA ETXEGARAY TENIENTE: IGNACIO OYARZUN ALFEREZ: JUAN MARIA CASTILLO VIOLET ALFEREZ; JOSE "
Bidasoan - PH IRUN 0002,1991-06-01,COMPAÑIA: SANTIAGO ESCOLTA DE CABALLERIA,"cantineras, mandos, musica, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,61 44 80 IRUN Su Agente PEUGEOT TALBOT COMPAÑIA: SANTIAGO ESCOLTA DE CABALLERIA CAPITAN: EDUARDO URUÑUELA U\RREA CAPITAN: FERNANDO DE LEON ADARRAGA TENIENTE: ALBERTO TOLOSA MARTIN TENIENTE: CARLOS MOLINERO MUGICA ALFEREZ: LUIS CARLOS LABARI OYARZABAL ALFEREZ: JOSE CARLOS IRIBARREN ARIZMENDI ALFEREZ: JOAQUIN URRA AGUIRRE CANTINERA: M^ EUGENIA BARREDA DE BlURRUN CANTINERA: JONE MIREN PEREZ AZALDEGUI BATERIA DE ARTILLERIA COMPAÑIA: LAPICE CAPITAN: JUAN JOSE ARRUE IGUIÑIZ CAPITAN: JOSE JULIAN MARTI AREN A BENGOETXEA TENIENTE: DEMETRIO GRUJALBA TENIENTE: RECARDO ARZAK ALZAGA ALFEREZ: MARIANO OTERO BONIS ALFEREZ: SATUR IBARGOIEN CANTINERA: VIRGINIA
Bidasoan - PH IRUN 0002,1991-06-01,UNA TXAPELA CON SUERTE Por JOSERRA OTAEGUI,"cantineras, mandos, musica, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-01 - Bidasoan - PH IRUN 0002.pdf,"UNA TXAPELA CON SUERTE Por JOSERRA OTAEGUI Todavía recuerdo cuando estaba en una caja metida, la cantinera y dos que se acercan. apretada con otras compañeras, sufriendo los vaivenes - "" i Hola mi Capitán !, i Hola mi Sargento ! "", que sufre cualquier tipo de mercancía. Pero de la noche a Al poco tiempo entra un mar de gente, todos con la misma la mañana todo cambió. Ahora me encuentro siendo, ni indumentaria. má,s ni menos, que la txapela de la Cantinera de Artillería. -""S o n los attiileros"", me dice una txapela veterana al ver Me es imposible olvidar el momento en que unas manos mi aspecto de despiste. me cogieron con suavidad-y me vi dela"
Egunkaria,1991-06-30,haurrek nekez esan c*o9.ooetan diana,musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-30 - Egunkaria.pdf,"nean, arrakasta handia lortu zuen. ba- iero7.ooetan sokamuturra. egiten dituzten bitartean, beste dultzaine- Ondorioz, urtetik urtera, jendearen haurrek nekez esan c*o9.ooetan diana Jokorik gabe, dezakete herriko jaietan daudenik. tzuk, lasaiago sentitzen dirá etxean,"
Egunkaria,1991-06-30,dantza saio bat edo ermita,"musica, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-30 - Egunkaria.pdf,"Ekin- beste batzuk nahiago izango cal Amaren eliza aurrean. cmateko, txalaparta izan- dantza saio bat edo ermita tza hau, bere laguntzarengatik egin da herrian entzungo go emateko egiten da. inguruko zelaietan etzanda egon. den lehenengo doinua. Goizeko Dena déla, ez da ahaztu behar, 6ak aldean, Villarrobledoren Goizeko lOak aldera, eta guda- bandak. riek irabazi zuten gudarengatik guzti hau funtzio militar bat déla diana joko du alardeko eta arratsaldeko setan agindua Jarraian, danborradaren diana egindako zinaren ondorioz, San Martzial ermitara igoera egingo ematen denean, hemeretzi kon- entzuteko aukera izango da. Or- da. Kutsu erlijiosoa "
Egunkaria,1991-06-30,"joaten denean, Jeneralak rebista za nagusia ermitako balkoitik",ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-30 - Egunkaria.pdf,"me- Talde guztia, San Juan plazara nez, Urtero bezala, aurten ere jen- joaten denean, Jeneralak rebista za nagusia ermitako balkoitik da. Funtzioa amaitzen detza handia espero da Irungo hemeretzi kon-"
Egunkaria,1991-06-30,San MARTZIAL mendira ekainaren 30ean igotzea betebehar,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-30 - Egunkaria.pdf,"dute, kale guztiak zeharkatzeko. Hiriko bandera udaletxean jarri egingo da eguerdiko 2ak aldera. hartzen ari da eta aurten ere ez San MARTZIAL mendira ekainaren 30ean igotzea betebehar dute gutxiagorik espero. da irundar askorentzat. Ibilaldi hau egin ondoren, batez ere juerga eta aginduak eman ondoren,kon- Euskal giro jator honetan, ez Ibat ermita ondoko zelaietan dagoen bizian ibili denak, gustora hartzen du iharduten diren bitartean, lasaitasuna. Bazkal ondoren, batzuk mahaian"
Egunkaria,1991-06-30,diote duten guztia San Martzial ratu na.,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-06-30 - Egunkaria.pdf,dute antolatzaileek. Hama- da. 13.30etan ganadu lehiaketa- «s’l7.ooetan alardearen itzulera. diote duten guztia San Martzial ratu na. sariak emango dituzte. Santa Euskal Kirolak el- ren ea-07.00etan alardeko kideen elkar- iaTB.ooetan alardearen hasiera rretan Irungo
Bidasoan - PH IRUN 0002,1991-09-01,"Ntra. Sra. la Virgen de Guadalupe, subiendo a su Santuario para cumplir así el voto","mandos, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,"rribia. así como las relativas a la Cultura, Turismo y Servicios en general. No obstante en estas fechas, vamos a hacer un hueco para tomar un merecido des­ canso y poder disfrutar de nuestras Fiestas Patronales que celebramos en honor de Ntra. Sra. la Virgen de Guadalupe, subiendo a su Santuario para cumplir así el voto hecho por nuestros antepasados. Para ello tengo el gusto de ofreceros el programa de actos festivos y culturales, desde Bidasoan. que ha elaborado con gran ilusión el Consejo Municipal de Cultura, con la"
Bidasoan - PH IRUN 0002,1991-09-01,LES DESEA UNAS FELICES FIESTAS,"cantineras, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,"urdanibía argitaldaria PORTADA: La Portada del presente número, representando a una Cantinera con su acompañante, sirve para ambientar las muy próximas Fiestas de Hondarribia. El autor de la fotografia es José Ramón Garmendia, habitual colaborador de Bidasoan en las lides de la imagen. Algunas de sus fotografias adornan el"
Bidasoan - PH IRUN 0002,1991-09-01,HONDARRIBIKO JAIAK’ 1991,"cantineras, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,HONDARRIBIKO JAIAK’ 1991 Pag. 1-Saluda del Alcalde. Pag.4-Nuestras Cantineras. Pag.9-Programa de Fiestas. BIDASOAN Pag.l4-Anecdotario Hondarribitarra.(J.J.Lapitz) Edita;
Bidasoan - PH IRUN 0002,1991-09-01,Pag.36-Cantineras a todo color.,"cantineras, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,Pag.SO-Diario del Sbarbo de Ibarla. Pag.32-Bidasoaren Bizitasuna. Dirige: Pag.34-Euskal Artzaia. Andrés Viedma Urretabizkaia Pag.36-Cantineras a todo color. Pag.40-Toponimia Irunesa.(J.A. Loidi) Coordina: Juan Ignacio Viedma Pag. 43 -Inmoralidad. (A. Aramburu)
Bidasoan - PH IRUN 0002,1991-09-01,NUESTRAS CANTINERAS,"cantineras, musica, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,"EN LA REVISTA QUE EDITA, ""BIDASOAN"". LA RESPONSABILIDAD CORRE A CARGO EXCLUSIVAMENTE DE SU AUTOR. NUESTRAS CANTINERAS Como cada año, Bidasoan trae a sus páginas a las Cantineras del Alarde con el fin de que el gran público conozca algo más de ellas. Nuestra única pretensión es la de saber a qué se dedican, su edad y qué es lo que más les agrada del Alarde hondarribitarra. Estas han sido sus respuestas. BANDA DE MUSICA: RAQUEL JIMENEZ HERNANDEZ. Tiene 21 años. Trabaja en el ""Restaurante PORTUTXO"", situado en el Paseo Butrón. Va a desfilar con su hermano y lo que más le ha gustado desde siempre del Alarde ha sido la Diana. Además, tiene la suer"
Bidasoan - PH IRUN 0002,1991-09-01,ESCOLTA DE CABALLERIA: BIRKIDE ELDUAYEN AMUNARRIZ.,"mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,"ESCOLTA DE CABALLERIA: BIRKIDE ELDUAYEN AMUNARRIZ. Tiene 19 años. Está terminando el B.U.P. y en verano trabaja en una pastelería de Hondarribia. Va a desfilar con los que designe la compañía y piensa que lo más bonito es, por la mañana, la subida de la Calle Mayor y, por la tarde, el Zapatero. JUVENTUD-GORAGASTEAK: MIRENTXU ETXEBESTE MARTINEZ. A sus 23 años ha terminado este año 3^ de Ingeniero Industrial en Químicas, en Gasteiz. Piensa desfilar con su hermano y ver a la los hacheros pasando por el Arco de Sta. María, pero subir la Calle Mayor es lo más bonito para ella. GORA ARRANTZALE GAZTEAK: MIREN ALTUNA ALMANDOZ. Tiene 21 año y trabaja "
Bidasoan - PH IRUN 0002,1991-09-01,"todo el Alarde, pero lo que más le atrae, es el desfile por",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1991/1991-09-01 - Bidasoan - PH IRUN 0002.pdf,"ARKOLLA: ARANTZA AGUIRRE URTIZBEREÁ. Tiene 22 años y estudia Diseño en Donostia. Le queda sólo un año para terminar y desfilará con su aita. Le gusta todo el Alarde, pero lo que más le atrae, es el desfile por la Calle Mayor."
