Documento,Publicacion,Fecha / numero,Caracteres extraidos,Estado de texto,Pasajes localizados
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - El pueblo vasco.pdf,El pueblo vasco,1913-09-01,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - Gran Vida.pdf,Gran Vida,1913-09-01,108771,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - Heraldo de Madrid.pdf,Heraldo de Madrid,1913-09-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La Correspondencia Militar.pdf,La Correspondencia Militar,1913-09-01,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La Correspondencia de España.pdf,La Correspondencia de España,1913-09-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La Correspondencia militar 917.pdf,La Correspondencia militar 917,1913-09-01,237874,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La Epoca Madrid 574.pdf,La Epoca Madrid 574,1913-09-01,298642,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La Prensa.pdf,La Prensa,1913-09-01,159225,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La Publicidad.pdf,La Publicidad,1913-09-01,177686,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La Tribuna.pdf,La Tribuna,1913-09-01,265616,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-01 - La voz de Guipuzcoa.pdf,La voz de Guipuzcoa,1913-09-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1913/1913-09-07 - Novedades.pdf,Novedades,1913-09-07,41125,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1914/1914-01-01 - Euskal Herria revista bascongada.pdf,Euskal Herria revista bascongada,1914-01-01,582,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1914/1914-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1914-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1914/1914-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1914-06-30,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1914/1914-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1914-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1914/1914-07-01 - Euskal Herria revista bascongada.pdf,Euskal Herria revista bascongada,1914-07-01,602,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1914/1914-07-05 - Novedades revista semanal ilustrada.pdf,Novedades revista semanal ilustrada,1914-07-05,141456,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1915/1915-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1915-06-30,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1915/1915-07-01 - El Correo del Norte.pdf,El Correo del Norte,1915-07-01,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1915/1915-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1915-07-01,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1915/1915-07-04 - Novedades revista semanal ilustrada.pdf,Novedades revista semanal ilustrada,1915-07-04,155503,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-11 - El Bidasoa.pdf,El Bidasoa,1916-06-11,114974,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-18 - El Bidasoa.pdf,El Bidasoa,1916-06-18,102948,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-24 - Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24.pdf,Ecos del Jaizkibel - 038 - Año VI n 179 - 1916 junio 24,1916-06-24,85085,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-25 - El Bidasoa.pdf,El Bidasoa,1916-06-25,107071,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1916-06-30,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1916-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-07-08 - Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8.pdf,Ecos del Jaizkibel - 040 - Año VI n 181 - 1916 julio 8,1916-07-08,82972,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1916/1916-07-09 - El Bidasoa.pdf,El Bidasoa,1916-07-09,104846,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1917/1917-06-10 - El Bidasoa.pdf,El Bidasoa,1917-06-10,106834,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1917/1917-06-24 - El Bidasoa.pdf,El Bidasoa,1917-06-24,106862,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1917/1917-06-28 - El porvenir.pdf,El porvenir,1917-06-28,99945,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1917/1917-06-29 - El Bidasoa.pdf,El Bidasoa,1917-06-29,113007,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1917/1917-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1917-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1917/1917-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1917-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1918/1918-05-26 - El Bidasoa.pdf,El Bidasoa,1918-05-26,125074,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1918/1918-06-02 - El Bidasoa.pdf,El Bidasoa,1918-06-02,116152,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1918/1918-06-29 - El Bidasoa.pdf,El Bidasoa,1918-06-29,122415,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1918/1918-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1918-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1918/1918-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1918-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1918/1918-07-01 - La información - Diario independiente - La Información diario independiente.pdf,La información - Diario independiente - La Información diario independiente,1918-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1918/1918-07-07 - El Bidasoa.pdf,El Bidasoa,1918-07-07,110689,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1919/1919 - El Alarde - núm. 1.pdf,El Alarde - núm. 1,1919,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919 - El Alarde - núm. 2.pdf,El Alarde - núm. 2,1919,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919 - El Alarde - núm. 3.pdf,El Alarde - núm. 3,1919,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919 - El Alarde - núm. 4.pdf,El Alarde - núm. 4,1919,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-05-18 - El Bidasoa.pdf,El Bidasoa,1919-05-18,133504,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-06-15 - El Bidasoa.pdf,El Bidasoa,1919-06-15,113878,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-06-21 - Ecos del Jaizkibel - 092 - Año VII n 334 - 1919 junio 21.pdf,Ecos del Jaizkibel - 092 - Año VII n 334 - 1919 junio 21,1919-06-21,62633,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-06-22 - El Bidasoa.pdf,El Bidasoa,1919-06-22,123083,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-06-28 - Ecos del Jaizkibel - 093 - Año VII n 335 - 1919 junio 28.pdf,Ecos del Jaizkibel - 093 - Año VII n 335 - 1919 junio 28,1919-06-28,73904,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1919-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1919-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1919-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-01 - La información - Diario independiente - La Información diario independiente.pdf,La información - Diario independiente - La Información diario independiente,1919-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-03 - La Tribuna (2).pdf,La Tribuna (2),1919-07-03,284247,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-03 - La Tribuna.pdf,La Tribuna,1919-07-03,284247,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-04 - El Fígaro.pdf,El Fígaro,1919-07-04,416343,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-05 - Ecos del Jaizkibel - 094 - Año VII n 336 - 1919 julio 5.pdf,Ecos del Jaizkibel - 094 - Año VII n 336 - 1919 julio 5,1919-07-05,64924,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1919/1919-07-06 - El Bidasoa.pdf,El Bidasoa,1919-07-06,117622,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1920/1920-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1920-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1920/1920-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1920-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1920/1920-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1920-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1920/1920-07-01 - La información - Diario independiente - La Información diario independiente.pdf,La información - Diario independiente - La Información diario independiente,1920-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1921/1921-06-26 - El Bidasoa.pdf,El Bidasoa,1921-06-26,98860,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1921/1921-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1921-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1921/1921-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1921-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1921/1921-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1921-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1921/1921-07-03 - El Bidasoa.pdf,El Bidasoa,1921-07-03,100861,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1922/1922-06-04 - El Bidasoa.pdf,El Bidasoa,1922-06-04,101119,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1922/1922-06-11 - El Bidasoa.pdf,El Bidasoa,1922-06-11,110357,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1922/1922-06-25 - El Bidasoa.pdf,El Bidasoa,1922-06-25,99880,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1922/1922-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1922-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1922/1922-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1922-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1922/1922-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1922-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1923/1923-06-29 - El Bidasoa.pdf,El Bidasoa,1923-06-29,98971,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1923/1923-06-30 - El País Vasco.pdf,El País Vasco,1923-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1923/1923-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1923-06-30,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1923/1923-07-01 - El País Vasco.pdf,El País Vasco,1923-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1923/1923-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1923-07-01,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1923/1923-07-08 - El Bidasoa.pdf,El Bidasoa,1923-07-08,113285,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-05-18 - El Bidasoa.pdf,El Bidasoa,1924-05-18,115964,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-05-25 - El Bidasoa.pdf,El Bidasoa,1924-05-25,101449,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-01 - El Bidasoa.pdf,El Bidasoa,1924-06-01,104315,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-08 - El Bidasoa.pdf,El Bidasoa,1924-06-08,166299,texto extraido,1
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-15 - El Bidasoa.pdf,El Bidasoa,1924-06-15,117154,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-29 - El Pueblo Vasco.pdf,El Pueblo Vasco,1924-06-29,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-06-30 - El País Vasco.pdf,El País Vasco,1924-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - El País Vasco.pdf,El País Vasco,1924-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1924-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - La Constancia.pdf,La Constancia,1924-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1924-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-06 - El Bidasoa.pdf,El Bidasoa,1924-07-06,108192,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1924/1924-07-20 - El Bidasoa.pdf,El Bidasoa,1924-07-20,120731,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-20 - Uranzu.pdf,Uranzu,1925-06-20,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-21 - El Bidasoa.pdf,El Bidasoa,1925-06-21,139058,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-27 - Uranzu.pdf,Uranzu,1925-06-27,89909,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-28 - El Bidasoa.pdf,El Bidasoa,1925-06-28,126247,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1925-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1925-06-30,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-01 - La Constancia.pdf,La Constancia,1925-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-02 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1925-07-02,10,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-04 - Uranzu.pdf,Uranzu,1925-07-04,85086,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-05 - El Bidasoa.pdf,El Bidasoa,1925-07-05,136027,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-11 - Uranzu.pdf,Uranzu,1925-07-11,91956,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-12 - El Bidasoa.pdf,El Bidasoa,1925-07-12,136046,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-18 - Uranzu.pdf,Uranzu,1925-07-18,99726,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1925/1925-07-25 - Uranzu.pdf,Uranzu,1925-07-25,91313,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-06 - El Bidasoa.pdf,El Bidasoa,1926-06-06,102727,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-12 - Uranzu.pdf,Uranzu,1926-06-12,98847,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-13 - El Bidasoa.pdf,El Bidasoa,1926-06-13,106423,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-19 - Uranzu.pdf,Uranzu,1926-06-19,107337,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-26 - Uranzu.pdf,Uranzu,1926-06-26,101317,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-29 - El Bidasoa.pdf,El Bidasoa,1926-06-29,220162,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-29 - La frontera semanario republicano - PH IRUN 0039.pdf,La frontera semanario republicano - PH IRUN 0039,1926-06-29,176225,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-29 - La frontera.pdf,La frontera,1926-06-29,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-30 - El País Vasco.pdf,El País Vasco,1926-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1926-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1926-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-07-01 - El País Vasco.pdf,El País Vasco,1926-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1926-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1926-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-07-04 - El Bidasoa.pdf,El Bidasoa,1926-07-04,111339,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-07-04 - La frontera semanario republicano - PH IRUN 0039.pdf,La frontera semanario republicano - PH IRUN 0039,1926-07-04,91907,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1926/1926-07-04 - Uranzu.pdf,Uranzu,1926-07-04,99433,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-06-26 - El Bidasoa.pdf,El Bidasoa,1927-06-26,117816,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-06-29 - La Constancia.pdf,La Constancia,1927-06-29,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-06-30 - El País Vasco.pdf,El País Vasco,1927-06-30,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1927-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1927-06-30,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-07-01 - El País Vasco.pdf,El País Vasco,1927-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1927-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1927-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-07-03 - El Bidasoa.pdf,El Bidasoa,1927-07-03,113959,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1927/1927-07-03 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1927-07-03,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-06-17 - El Bidasoa.pdf,El Bidasoa,1928-06-17,117057,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-06-29 - El Bidasoa.pdf,El Bidasoa,1928-06-29,207493,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-06-29 - La Constancia.pdf,La Constancia,1928-06-29,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1928-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1928-06-30,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-07-01 - El País Vasco.pdf,El País Vasco,1928-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1928-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-07-01 - La Constancia.pdf,La Constancia,1928-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1928-07-01,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1928/1928-07-08 - El Bidasoa.pdf,El Bidasoa,1928-07-08,124554,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-02 - El Bidasoa.pdf,El Bidasoa,1929-06-02,141001,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-16 - El Bidasoa.pdf,El Bidasoa,1929-06-16,135287,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-23 - El Bidasoa.pdf,El Bidasoa,1929-06-23,135832,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-29 - El Bidasoa.pdf,El Bidasoa,1929-06-29,156329,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-29 - La Constancia.pdf,La Constancia,1929-06-29,282894,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-30 - El País Vasco.pdf,El País Vasco,1929-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-30 - El Pueblo Vasco.pdf,El Pueblo Vasco,1929-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-06-30 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1929-06-30,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1929-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-07-02 - El País Vasco.pdf,El País Vasco,1929-07-02,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-07-02 - Estampa Madrid.pdf,Estampa Madrid,1929-07-02,284905,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-07-02 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1929-07-02,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-07-07 - El Bidasoa.pdf,El Bidasoa,1929-07-07,125366,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1929/1929-07-14 - El Bidasoa.pdf,El Bidasoa,1929-07-14,129039,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-06-01 - El Bidasoa.pdf,El Bidasoa,1930-06-01,121071,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-06-08 - El Bidasoa.pdf,El Bidasoa,1930-06-08,118648,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-06-15 - El Bidasoa.pdf,El Bidasoa,1930-06-15,114339,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-06-22 - El Bidasoa.pdf,El Bidasoa,1930-06-22,128179,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-06-29 - El Bidasoa.pdf,El Bidasoa,1930-06-29,211143,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-06-29 - El Dia.pdf,El Dia,1930-06-29,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-06-29 - La Constancia.pdf,La Constancia,1930-06-29,610612,texto extraido,0
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-07-01 - El Dia.pdf,El Dia,1930-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-07-01 - El Pueblo Vasco.pdf,El Pueblo Vasco,1930-07-01,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-07-01 - La Voz de Guipúzcoa - Diario Republicano.pdf,La Voz de Guipúzcoa - Diario Republicano,1930-07-01,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-07-06 - El Bidasoa.pdf,El Bidasoa,1930-07-06,127981,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1930/1930-07-12 - La frontera.pdf,La frontera,1930-07-12,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1931/1931-06-14 - El Bidasoa.pdf,El Bidasoa,1931-06-14,105454,texto extraido,6
